category,name,sku,description,price,availability,image_url
,Насос проміжний X1I2082SBBA  (XV1I/2.2),MI0018832,"Pmax:250bar; Rpm:6000обхв; V:2,08см³; G:3/8-3/8""","195,77",,
,Насос проміжний X1I2182SBBA  (XV1I/2.6),MI0018833,"Pmax:250bar; Rpm:6000об/хв; V:2,6см³; G:3/8-3/8""","195,77",,
,Насос проміжний X1I2382SBBA  (XV1I/3.2),MI0018834,"Pmax:250bar; Rpm:6000об/хв; V:3,12см³; G:3/8-3/8""","195,77",,
,Насос проміжний X1I2582SBBA  (XV1I/3.8),MI0018835,"Pmax:250bar; Rpm:6000об/хв; V:3,64см³; G:3/8-3/8""","195,77",,
,Насос проміжний X1I2782SBBA  (XV1I/4.3),MI0018836,"Pmax:250bar; Rpm:6000об/хв; V:4,16см³; G:3/8-3/8""","195,77",,
,Насос проміжний X1I2982SBBA  (XV1I/4.9),MI0018837,"Pmax:250bar; Rpm:6000об/хв; V:4,94см³; G:3/8-3/8""","205,26",,
,Насос проміжний X1I3182SBBA  (XV1I/5.9),MI0018838,"Pmax:250bar; Rpm:5000об/хв; V:5,85см³; G:3/8-3/8""","205,26",,
,Насос проміжний X1I3282SBBA  (XV1I/6.5),MI0018839,"Pmax:250bar; Rpm:5000об/хв; V:6,5см³; G:3/8-3/8""","209,44",,
,Насос проміжний X1I3482SBBA  (XV1I/7.8),MI0018840,"Pmax:220bar; Rpm:5000об/хв; V:7,54см³; G:3/8-3/8""","169,54",,
,Насос проміжний X1I3682SBBA  (XV1I/9.8),MI0018841,"Pmax:190bar; Rpm:4000об/хв; V:9,88см³; G:3/8-3/8""","169,54",,
,Насос проміжний X2I4102PBBA  (XV2I/4),MI0018842,"Pmax:260bar; Rpm:3500об/хв; V:4,2см³; G:1/2-1/2""","205,34",,
,Насос проміжний X2I4302PBBA  (XV2I/6),MI0018843,"Pmax:260bar; Rpm:3500об/хв; V:6см³; G:1/2-1/2""","205,34",,
,Насос проміжний X2I4502PBBA  (XV2I/9),MI0018844,"Pmax:260bar; Rpm:3500об/хв; V:8,4см³; G:1/2-1/2""","205,34",,
,Насос проміжний X2I4702PBBA  (XV2I/11),MI0018845,"Pmax:260bar; Rpm:3500об/хв; V:10,8см³; G:1/2-1/2""","205,34",,
,Насос проміжний X2I4902PCBA  (XV2I/14),MI0018846,"Pmax:250bar; Rpm:3500об/хв; V:14,4см³; G:3/4-1/2""","211,07",,
,Насос проміжний X2I5102PCBA  (XV2I/17),MI0018847,"Pmax:230bar; Rpm:3500об/хв; V:16,8см³; G:3/4-1/2""","211,07",,
,Насос проміжний X2I5302PCBA  (XV2I/19),MI0018848,"Pmax:210bar; Rpm:3000об/хв; V:19,2см³; G:3/4-1/2""","208,26",,
,Насос проміжний X2I5502PCBA  (XV2I/22),MI0018849,"Pmax:200bar; Rpm:3000об/хв; V:22,8см³; G:3/4-1/2""","222,48",,
,Насос проміжний X2I5702PDCA  (XV2I/26),MI0018850,"Pmax:170bar; Rpm:3000об/хв; V:26,2см³; G:1-3/4""","222,48",,
,Насос проміжний X2I5902PDCA  (XV2I/30),MI0018851,"Pmax:160bar; Rpm:2500об/хв; V:30см³; G:1-3/4""","246,28",,
,Насос проміжний X2I6102PDCA  (XV2I/34),MI0018852,"Pmax:150bar; Rpm:2500об/хв; V:34,2см³; G:1-3/4""","246,28",,
,Насос проміжний X2I6302PDCA  (XV2I/40),MI0018853,"Pmax:140bar; Rpm:2000об/хв; V:39,6см³; G:1-3/4""","246,28",,
,Насос проміжний X3I6602DDDA  (XV3I/15),MI0018854,"Pmax:300bar; Rpm:3000об/хв; V:14,89см³;G:3/4-3/4""","468,67",,
,Насос проміжний X3I6802DDDA  (XV3I/18),MI0018855,"Pmax:300bar; Rpm:3000об/хв; V:17,37см³;G:3/4-3/4""","409,5",,
,Насос проміжний X3I7002DDDA  (XV3I/21),MI0018856,"Pmax:280bar; Rpm:3000об/хв; V:21,1см³;G:3/4-3/4""","469,87",,
,Насос проміжний X3I7202DEEA  (XV3I/27),MI0018857,"Pmax:250bar; Rpm:3000об/хв; V:26,97см³; G:1-1""","469,87",,
,Насос проміжний X3I7402DEEA  (XV3I/32),MI0018858,"Pmax:250bar; Rpm:2800об/хв; V:32,27см³; G:1-1""","479,45",,
,Насос проміжний X3I7802DEEA  (XV3I/38),MI0018859,"Pmax:250bar; Rpm:2800об/хв; V:38,47см³; G:1-1""","403,24",,
,Насос проміжний X3I7902DEEA  (XV3I/43),MI0018860,"Pmax:230bar; Rpm:2800об/хв; V:43,44см³; G:1-1""","391,13",,
,Насос проміжний X3I8102DEEA  (XV3I/51),MI0018861,"Pmax:230bar; Rpm:2800об/хв; V:50,88см³; G:1-1""","505,56",,
,Насос проміжний X3I8202DEEA  (XV3I/54),MI0018862,"Pmax:230bar; Rpm:2300об/хв; V:54,6см³; G:1-1""","505,56",,
,Насос проміжний X3I8302DFFA  (XV3I/61),MI0018863,"Pmax:230bar; Rpm:2300об/хв; V:60,8см³;G:11/4-11/4""","505,6",,
,Насос проміжний X3I8502DFFA  (XV3I/64),MI0018864,"Pmax:210bar; Rpm:2300об/хв;V:64,5см³;G:11/4-11/4""","417,59",,
,Насос проміжний X3I8602DFFA  (XV3I/70),MI0018865,"Pmax:200bar; Rpm:2300об/хв;V:70,7см³;G:11/4-11/4""","539,82",,
,Насос проміжний X3I8702DFFA  (XV3I/74),MI0018866,"Pmax:180bar; Rpm:2300об/хв;V:74,4см³;G:11/4-11/4""","539,82",,
,Насос проміжний X3I8902DFFA  (XV3I/90),MI0018867,"Pmax:150bar; Rpm:2300об/хв;V:86,8см³;G:11/4-11/4""","529,01",,
,Насос ручний GL2P-Q150,MI0027407,Pmax: 1500 bar,"901,68",,
,Насос шестеренний GP3T43B-Z1C5G,MI0007557,Pmax: 270 bar; Rpm: 2500 об/хв; V: 43 см³,"114,18",,
,Насос шестеренний MGP1K1.2L-K211GC-A,MI0024563,обертання проти годинникової стрілки,"54,01",,
,Насос шестеренний MGP1K1.6L-K211GC-A,MI0066593,обертання проти годинникової стрілки,"56,92",,
,Насос шестеренний MGP1K1.6R-G160G,MI0009856,"Порти: 3/8""-3/8""","56,93",,
,Насос шестеренний MGP1K1.6R-K210GC-A,MI0008575,обертання за годинниковою стрілкою,"56,93",,
,Насос шестеренний MGP1K10R-G160G,MI0008576,"Порти: 1/2""-1/2""","61,6",,
,Насос шестеренний MGP1K10R-K210GC-A,MI0008577,обертання за годинниковою стрілкою,"61,58",,
,Насос шестеренний MGP1K1R-G160G,MI0011275,"Порти: 3/8""-3/8""","56,72",,
,Насос шестеренний MGP1K1R-K210GC-A,MI0008433,обертання за годинниковою стрілкою,"56,72",,
,Насос шестеренний MGP1K2.1R-G160G,MI0008710,"Порти: 3/8""-3/8""","57,65",,
,Насос шестеренний MGP1K2.1R-K210GC-A,MI0008578,обертання за годинниковою стрілкою,"57,66",,
,Насос шестеренний MGP1K2.5L-K211GC-A,MI0033854,обертання проти годинникової стрілки,"57,86",,
,Насос шестеренний MGP1K2.5R-G160G,MI0008579,"Порти: 3/8""-3/8""","57,85",,
,Насос шестеренний MGP1K2.5R-K210GC-A,MI0010263,обертання за годинниковою стрілкою,"57,86",,
,Насос шестеренний MGP1K3.2L-K211GC-A,MI0034575,обертання проти годинникової стрілки,"58,28",,
,Насос шестеренний MGP1K3.2R-K210GC-A,MI0008580,обертання за годинниковою стрілкою,"58,28",,
,Насос шестеренний MGP1K3.5R-G160G,MI0007569,"Порти: 3/8""-3/8""","58,48",,
,Насос шестеренний MGP1K3.5R-K210GC-A,MI0012471,обертання за годинниковою стрілкою,"58,49",,
,Насос шестеренний MGP1K4.2R-G160G,MI0009586,"Порти: 3/8""-3/8""","58,8",,
,Насос шестеренний MGP1K5R-G160G,MI0009433,"Порти: 3/8""-3/8""","59,22",,
,Насос шестеренний MGP1K5R-K210GC-A,MI0008434,обертання за годинникової стрілкою,"59,22",,
,Насос шестеренний MGP1K6.2L-K211GC-A,MI0034577,обертання проти годинникової стрілки,"56,88",,
,Насос шестеренний MGP1K6.2R-G160G,MI0009857,"Порти: 1/2""-1/2""","59,74",,
,Насос шестеренний MGP1K6.2R-K210GC-A,MI0008435,обертання за годинниковою стрілкою,"59,74",,
,Насос шестеренний MGP1K7R-G160G,MI0007570,"Порти: 1/2""-1/2""","60,24",,
,Насос шестеренний MGP1K7R-K210GC-A,MI0054186,обертання за годинниковою стрілкою,"60,25",,
,Насос шестеренний MGP1K8R-G160G,MI0008582,"Порти: 1/2""-1/2""","60,56",,
,Насос шестеренний MGP1K8R-K210GC-A,MI0008583,обертання за годинниковою стрілкою,"60,56",,
,Насос шестеренний MGP2.5K20R-G363G,MI0008584,"Порти: 3/4""-1/2""","125,04",,
,Насос шестеренний MGP2.5K25R-G363G,MI0011357,"Порти: 1""-3/4""","132,61",,
,Насос шестеренний MGP2.5K28R-G363G,MI0007578,"Порти: 1""-3/4""","137,59",,
,Насос шестеренний MGP2.5K32L-A203A,MI0008586,Аналог НШ32,"143,81",,
,Насос шестеренний MGP2.5K32R-A203A,MI0028127,Аналог НШ32,"143,81",,
,Насос шестеренний MGP2.5K32R-G363G,MI0009522,"Порти: 1""-3/4""","143,83",,
,Насос шестеренний MGP2.5K36R-G363G,MI0008587,"Порти: 1""-3/4""","150,37",,
,Насос шестеренний MGP2.5K40R-G363G,MI0007579,"Порти: 1""-3/4""","156,35",,
,Насос шестеренний MGP2.5K45R-G363G,MI0007580,"Порти: 1""-3/4""","164,47",,
,Насос шестеренний MGP2K10L-G262G,MI0010343,"Порти: 3/4""-1/2""","89,81",,
,Насос шестеренний MGP2K10R-G262G,MI0007571,"Порти: 3/4""-1/2""","89,81",,
,Насос шестеренний MGP2K11/1K2.1R-G262GG,MI0059978,"Порти: 3/4""-1/2""; 3/8""-3/8""","158,3",,
,Насос шестеренний MGP2K12R-G262G,MI0007572,"Порти: 3/4""-1/2""","91,14",,
,Насос шестеренний MGP2K15R-G262G,MI0007573,"Порти: 3/4""-1/2""","94,37",,
,Насос шестеренний MGP2K17/1K1R-G262GG,MI0009609,"Порти: 3/4""-1/2""; 3/8""-3/8""","172,43",,
,Насос шестеренний MGP2K17R-G262G,MI0008437,"Порти: 3/4""-1/2""","96,55",,
,Насос шестеренний MGP2K19R-G262B-F-VMPC,MI0063043,Під клапан DRVM26,"379,92",,
,Насос шестеренний MGP2K20/2K10R-G262BB,MI0009198,"Порти: 3/4""-1/2""; 3/4""-1/2""","208,91",,
,Насос шестеренний MGP2K20R-G262G,MI0007574,"Порти: 3/4""-1/2""","99,55",,
,Насос шестеренний MGP2K23/2K5R-G262GG,MI0072018,"Порти: 3/4""-1/2""; 1/2""-1/2""","214,97",,
,Насос шестеренний MGP2K23R-G262G,MI0007575,"Порти: 3/4""-1/2""","102,85",,
,Насос шестеренний MGP2K25R-G262G,MI0007577,"Порти: 3/4""-1/2""","105,13",,
,Насос шестеренний MGP2K28R-G262G,MI0007576,"Порти: 3/4""-1/2""","108,26",,
,Насос шестеренний MGP2K6R-G262G,MI0008438,"Порти: 1/2""-1/2""","88,87",,
,Насос шестеренний MGP2K8R-G262G,MI0008439,"Порти: 1/2""-1/2""","89,39",,
,Насос шестеренний MGP3K50R-A204A,MI0030163,Аналог НШ50,"232,15",,
,Насос шестеренний MGP3K56/3K25/2K14R-G463GGG,MI0009101,"Порти: 1 1/4""-1""; 3/4""-3/4""; 3/4""-1/2""","639,55",,
,Насос шестеренний МGP2K16R-A101G,MI0047208,Аналог НШ16,"95,39",,
,Насос шестеренний НШ 14М-3,MI0016004,Pmax: 160 bar; Rpm: 3600 об/хв; V: 14 см³,"49,6",,
,Насос шестеренний НШ100А-3 (ANTEY),MI0072246,Pmax: 160 bar; Rpm: 2400 об/хв; V: 100 см³,"191,11",,
,Насос шестеренний НШ100А-3Л (ANTEY),MI0005654,Pmax: 160 bar; Rpm: 2400 об/хв; V: 100 см³,"191,11",,
,Насос шестеренний НШ100М-3 (MASTER),MI0008641,Pmax: 160 bar; Rpm: 2400 об/хв; V: 100 см³,"177,06",,
,Насос шестеренний НШ10М-3 (MASTER ),MI0010823,Pmax: 160 bar; Rpm: 3600 об/хв; V: 10 см³,"36,2",,
,Насос шестеренний НШ16М-3 (MASTER ),MI0035969,Pmax: 160 bar; Rpm: 3600 об/хв; V: 16 см³,"52,07",,
,Насос шестеренний НШ16М-3Л (MASTER),MI0058426,Pmax: 160 bar; Rpm: 3600 об/хв; V: 16 см³,"52,07",,
,Насос шестеренний НШ32А-3 (ANTEY),MI0008711,Pmax: 160 bar; Rpm: 3000 об/хв; V: 32 см³,"96,48",,
,Насос шестеренний НШ32А-3Л (ANTEY),MI0005656,Pmax: 160 bar; Rpm: 3000 об/хв; V: 32 см³,"96,49",,
,Насос шестеренний НШ32М-3Л (MASTER plus ),MI0005658,Pmax: 190 bar; Rpm: 3000 об/хв; V: 32 см³,"59,45",,
,Насос шестеренний НШ50А-3 (ANTEY),MI0008642,Pmax: 160 bar; Rpm: 3000 об/хв; V: 50 см³,"115,66",,
,Насос шестеренний НШ50А-3Л (ANTEY),MI0005659,Pmax: 160 bar; Rpm: 3000 об/хв; V: 50 см³,"115,66",,
,Насос шестеренний НШ50М-3 (MASTER ),MI0006574,Pmax: 160 bar; Rpm: 3000 об/хв; V: 50 см³,"60,46",,
,Насос шестеренний НШ50М-3Л (MASTER ),MI0005660,Pmax: 160 bar; Rpm: 3000 об/хв; V: 50 см³,"60,46",,
,Насос шестеренний НШ6М-3 (MASTER ),MI0009851,Pmax: 160 bar; Rpm: 4200 об/хв; V: 6 см³,"44,04",,
,Насос шестеренний НШ6М-3Л (MASTER ),MI0011614,Pmax: 160 bar; Rpm: 4200 об/хв; V: 6 см³,"44,04",,
,Насос шестеренний НШ71А-3Л (ANTEY),MI0005661,Pmax: 160 bar; Rpm: 2400 об/хв; V: 71 см³,"191,11",,
,Насос-дозатор 890656 SUB100,MI0005362,"ХТЗ-2511;ЮМЗ,МТЗ-80/82;ОБРІЙ,КЗК""БОРЕКС"";ЕО-3106","175,73",,
,Насос-дозатор 895012 SUB250,MI0004583,"КЗС9-1,Славутич,Херсонец200;ДЕО4321;ТО-30/18;ДЗ181","203,23",,
,Насос-дозатор BPBS1-100-A15-Y-P,MI0014896,"ХТЗ-2511;ЮМЗ,МТЗ-80/82;ОБРІЙ,КЗК""БОРЕКС"";ЕО-3106","74,69",,
,Насос-дозатор BPBS1-160-A15-Y-P,MI0022693,"МТЗ-1221/1512;КСКУ-6АС,Massey Fergusson,РКМ","81,08",,
,Насос-дозатор BPBS1-250-A15-Y31-VSFA+VSFA1-250/2000-4,MI0014897,"Трактор ""Кіровець""","471,61",,
,Насос-дозатор BPBS1-400-A15-Y-P,MI0022694,"ХТЗ-150К, ХТЗ-170, ХТЗ-171, ХТЗ-172;Т-156","110,71",,
,Насос-дозатор BQAS1-200/500-A14-Y-P,MI0022695,"ХТЗ-150К, ХТЗ-170, ХТЗ-171, ХТЗ-172;Т-156","117,12",,
,Насос-дозатор HKUS200/4-170/3,MI0012323,"Під імпортні трактори Claas, Case, John Deere","243,8",,
,Насос-дозатор HKUS200/5T-170/3,MI0024445,Аналог OSPB/OSPC 200 LS,"310,04",,
,Насос-дозатор HKUS320/4-170/3,MI0012324,"Під імпортні трактори Claas, Case, John Deere","263,11",,
,Насосний елемент 0298000C,MI0023681,pumping assembly; 55c,"149,9",,
,Насосний елемент 0880104,MI0079298,4 cm³/min pump unit,"75,6",,
,Насосний елемент 0888058C,MI0002970,pumping 6 tested,"143,81",,
,Насосний елемент 0888391,MI0037937,d8,126,,
,Насосний елемент 0888555,MI0076089,0.4 - 2.8 cm3/min,"189,6",,
,Насосний елемент PUMPING UNIT 0.10cc-GREY  0888455,MI0003633,pumping unit; 0.10cc,"33,82",,
,Насосний елемент PUMPING UNIT 0.13cc-BLACK  0888456,MI0003634,pumping unit; 0.13cc,"27,6",,
,Насосно-моторна група VDMP-24300-42,MI0017789,"Rpm: 2200 об/хв; V: 4,2 см³; 3 kW","380,36",,
,Насосно-моторна група VDMP-24450-3500 (5633-04),MI0027383,"Rpm: 3040 об/хв; V: 4,2 см³; 4,5 kW","466,9",,
,Опора SP-2-C,MI0008200,Під другу групу насосів/моторів,"84,01",,
,Опора SP-3U,MI0001642,Під третю групу насосів/моторів,"140,02",,
,Опора SP-R2,MI0008925,Під другу групу насосів/моторів,"110,5",,
,Опора SP-S2,MI0001643,Під другу групу насосів/моторів,"84,01",,
,Опора SP-U1P,MI0001644,Під першу групу насосів/моторів,"74,93",,
,Перехідник KZL EVSAT 01,AU34SF1,Під насос UNI для встановлення на місце ISO,"118,72",,
,Перехідник KZL EVSAT 03,AK34SF1,Під насос UNI для встановлення на місце ISO,"118,72",,
,Пластина насоса 1527169,MI0078981,follower plate Ø 590 mm,"136,8",,
,Плита A11,MI0005494,З вбудованим ручним насосом,"138,88",,
,Ручний насос GL111M-750,MI0010586,Pmax: 700 bar,"253,98",,
,Ручний насос HP-20,MI0027384,Pmax: 200 bar,"122,05",,
,Ручний насос PRB12M,MI0007149,"Pmax: 320 bar; V:12см³, під односторонній ГЦ","54,41",,
,Ручний насос PRB12RM,MI0006531,"Pmax: 320 bar; V:12см³, під односторонній ГЦ","69,52",,
,Ручний насос PRB25M,MI0006530,"Pmax: 250 bar; V:25см³, під односторонній ГЦ","58,44",,
,Ручний насос PRB25RM,MI0006532,"Pmax: 250 bar; V:25см³, під односторонній ГЦ","69,52",,
,Ручний насос PRB45M,MI0006887,"Pmax: 160 bar; V:45см³, під односторонній ГЦ","64,48",,
,Ручний насос PRB45RM,MI0007154,"Pmax: 160 bar; V:45см³, під односторонній ГЦ","74,56",,
,Ручний насос PRBC20M,MI0005372,"Pmax: 250 bar; V:20см³, під односторонній ГЦ","71,53",,
,Ручний насос PRBD12M,MI0007153,"Pmax: 320 bar; V:12см³, під двохсторонній ГЦ","65,48",,
,Ручний насос PRBD12RM,MI0008321,"Pmax: 320 bar; V:12см³, під двохсторонній ГЦ","60,05",,
,Ручний насос PRBD25M,MI0006533,"Pmax: 250 bar; V:25см³, під двохсторонній ГЦ","65,48",,
,Ручний насос PRBD25RM,MI0006888,"Pmax: 250 bar, V:25см³, під двохсторонній ГЦ","65,48",,
,Ручний насос PRBD45M,MI0006535,"Pmax: 160 bar; V:45см³, під двохсторонній ГЦ","68,51",,
,Ручний насос PRBD45RM,MI0007391,"Pmax: 160 bar; V:45см³, під двохсторонній ГЦ","90,67",,
,Ручний насос PRBF20,MI0045166,"Pmax: 250 bar; V:20см³, під односторонній ГЦ","66,49",,
,Ручний насос PRP12,MI0006540,"Pmax: 300 bar; V:12см³, під односторонній ГЦ","63,47",,
,Ручний насос PRP18,MI0006542,"Pmax: 200 bar; V:18см³, під односторонній ГЦ","63,47",,
,Ручний насос PRP18E,MI0083746,Без скидного крану,"53,4",,
,Ручний насос PRP25,MI0007147,"Pmax: 160 bar; V:25см³, під односторонній ГЦ","62,46",,
,Сальник 50600024272,50600024272,Сальник валу насосів HDS та HDT,"28,21",,
,Сальник 50600700313,50600700313,Сальник валу насосів DARK UNI,"12,48",,
,Сальник 50600700706,50600700706,Сальник валу насосів DARK ISO,"15,54",,
,Ущільнення 8410012 (ZF PTO 4 HOLES (KZL PTO)),8410012,Ущільнення між РТО та насосом,"2,9",,
,Шестеренний вал 30-34 F5 (SAE-B-13T) (630034027),630034027,,"56,84",,
,Шестеренний вал 30-34 F6 (SAE-B-15T) TDM (630034034),630034034,,"70,56",,
,Шестеренний вал 30-43 F5 (SAE-B-13T) (630043027),630043027,,"62,72",,
,Шестеренний вал 30-43 F5 (SAE-B-13T) TDM (630043032),630043032,,"72,52",,
,Шестеренний вал 30-43 F6 (SAE-B-15T) (630043028),630043028,,"58,8",,
,Шестеренний вал 30-43 F6 (SAE-B-15T) TDM (630043034),630043034,,"72,52",,
,Шестеренний вал 30-51 F5 (SAE-B-13T) (630051027),630051027,,"64,68",,
,Шестеренний вал 30-51 F5 (SAE-B-13T) TDM (630051032),630051032,,"74,48",,
,Шестеренний вал 30-51 F6 (SAE-B-15T) TDM (630051034),630051034,,"74,48",,
,Шестеренний вал 30-61 F5 (SAE-B-13T) (630061027),630061027,"d: 21,8 мм","66,64",,
,Шестеренний вал 30-61 F5 (SAE-B-13T) TDM (630061032),630061032,,"76,44",,
,Шестеренний вал 30-61 F6 (SAE-B-15T) (630061028),630061028,d: 25 мм,"66,64",,
,Шестеренний вал 30-61 F6 (SAE-B-15T) TDM (630061034),630061034,d: 25 мм,"76,44",,
,Шестеренний вал 30-82 F5 (SAE-B-13T) TDM (630082032),630082032,"d: 21,8 мм","78,4",,
,Шестеренний вал 30-82 F6 (SAE-B-15T) TDM (630082034),630082034,d: 25 мм,"78,4",,
,Шестеренний вал CF001 (200.0041.А - СС04),200.0041.А - СС04,,"69,84",,
,Шестеренний вал CF001 (200.0041.А - СС06),200.0041.А - СС06,,"69,02",,
,Шестеренний вал CF001 (200.0041.А - СС09),200.0041.А - СС09,,"72,66",,
,Шестеренний вал CF001 (200.0041.А - СС11),200.0041.А - СС11,,"74,44",,
,Шестеренний вал CF001 (200.0041.А - СС14),200.0041.А - СС14,,"79,13",,
,Шестеренний вал CF001 (200.0041.А - СС17),200.0041.А - СС17,,"81,04",,
,Шестеренний вал CF001 (200.0041.А - СС19),200.0041.А - СС19,,"87,91",,
,Шестеренний вал CF001 (200.0041.А - СС22),200.0041.А - СС22,,"87,13",,
,Шестеренний вал CI002 SAE (200.0033.A - CC06),200.0033.A - CC06,,"88,68",,
,Шестеренний вал CI002 SAE (200.0033.A - CC09),200.0033.A - CC09,,"90,73",,
,Шестеренний вал CI002 SAE (200.0033.A - CC11),200.0033.A - CC11,,"91,63",,
,Шестеренний вал CI002 SAE (200.0033.A - CC14),200.0033.A - CC14,,"96,28",,
,Шестеренний вал CI002 SAE (200.0033.A - CC17),200.0033.A - CC17,,"98,92",,
,Шестеренний вал CI002 SAE (200.0033.A - CC19),200.0033.A - CC19,,"98,78",,
,Шестеренний вал CI002 SAE (200.0033.A - CC22),200.0033.A - CC22,,"85,86",,
,Шестеренний вал CI002 SAE (200.0033.A - CC26),200.0033.A - CC26,,"107,75",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC09),200.0047.A - CC09,,"80,04",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC11),200.0047.A - CC11,,"81,08",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC14),200.0047.A - CC14,,"84,08",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC17),200.0047.A - CC17,,"88,5",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC19),200.0047.A - CC19,,"90,31",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC22),200.0047.A - CC22,,"94,46",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC26),200.0047.A - CC26,,"95,36",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC30),200.0047.A - CC30,,"102,52",,
,Шестеренний вал CO002 BOSCH (200.0047.A - CC34),200.0047.A - CC34,,"107,38",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC06),200.0037.A - CC06,,"55,43",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC09),200.0037.A - CC09,,"56,75",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC11),200.0037.A - CC11,,"57,8",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC14),200.0037.A - CC14,,"54,05",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC17),200.0037.A - CC17,,"61,8",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC19),200.0037.A - CC19,,"62,5",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC22),200.0037.A - CC22,,"65,56",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC26),200.0037.A - CC26,,"67,21",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC30),200.0037.A - CC30,,"70,36",,
,Шестеренний вал COP02 BOSCH (200.0037.A - CC34),200.0037.A - CC34,,"73,39",,
,Шестеренний вал F-K-HD-PL30.22-04-6 (32748770),32748770,,"167,88",,
,Шестеренний вал F-K-HD-PL30.34-04-6 (32748800/32748801),32748800/32748801,,"186,84",,
,Шестеренний вал F-K-HD-PL30.38-04-6 (32748810),32748810,,"220,76",,
,Шестеренний вал F-K-HD-PL30.38-32-6 (32749665),32749665,,"220,76",,
,Шестеренний вал F-K-HD-PL30.43-04-6 (32748820),32748820,,"216,3",,
,Шестеренний вал F-K-HD-PL30.43-32-6(Y) (32741002),32741002,,"220,76",,
,Шестеренний вал F-K-HD-PL30.61-04-6 (32748920),32748920,,228,,
,Шестеренний вал F-K-HD30.22-32-6 (32749640),32749640,,"212,27",,
,Шестеренний вал F-K-HD30.27-05-6 (32749300),MI0005234,,"170,83",,
,Шестеренний вал F-K-HD30.27-32-6 (32749650),32749650,,"183,67",,
,Шестеренний вал F-K-HD30.27-33-6 (32749440),32749440,,"230,4",,
,Шестеренний вал F-K-HD30.34-32-6 (32749660),MI0005237,,"173,6",,
,Шестеренний вал F-K-HD30.34-33-6 (32749460),32749460/32749461,,"188,27",,
,Шестеренний вал F-K-HD30.38-05-6 (32749402),32749402,,"188,76",,
,Шестеренний вал F-K-HD30.38-33-6 (32749470),32749470,,"234,18",,
,Шестеренний вал F-K-HD30.43-05-6 (32749340),32749340,,"193,37",,
,Шестеренний вал F-K-HD30.43-33-6 (32741007),32749480/32741007,,"232,32",,
,Шестеренний вал F-K-HD30.51-04-6/F8 (Y) (32748951),32748951,,"265,15",,
,Шестеренний вал F-K-HD30.51-05-6 (32749430),32749430,,"190,48",,
,Шестеренний вал F-K-HD30.51-32-6 (32749730),MI0005239,,196,,
,Шестеренний вал F-K-HD30.51-33-6 (Y) (32749560),32749560,,"244,7",,
,Шестеренний вал F-K-HD30.61-05-6 (32749431),MI0005235,,"188,76",,
,Шестеренний вал F-K-HD30.61-32-6 (32749734),32749734,,"231,6",,
,Шестеренний вал F-K-HD30.61-33-6 (32749562),32749562,,"252,34",,
,Шестеренний вал F-K-HD30.73-04-6/F8 (32748944),32748944,,"269,27",,
,Шестеренний вал F-K-HD30.73-05-6 (32749432),MI0005236,,"192,4",,
,Шестеренний вал F-K-HD30.73-32-6 (32749736),32749736,,239,,
,Шестеренний вал F-K-HD30.73-33-6 (32749563),32749563,,"256,86",,
,Шестеренний вал F−HD−K−PL30.51−III (32741035),32741035,,"183,1",,
,Шестеренний вал F−K−HD−PL30.51/F (32747125),32747125,,"141,37",,
,Шестеренний вал F−K−HD30.51−04−6−H F8 (32741101),32741101,,"226,49",,
,Шестеренний вал HD30.22-33-6CF8 (32749572),32749572,,"255,68",,
,Шестеренний вал K-PL20.16-12/FS (27721466),27721466,,"111,54",,
,Шестеренний вал K-PL20.25-12/FS (27721470),27721470,,"117,74",,
,"Шестеренний вал K-PL20.6,3-12/FS (27721454)",27721454,,"102,98",,
,Шестеренний вал K-PL20.9-12/FS (27721460),27721460,,"90,66",,
,"Шестеренний вал KPL20.11,2-12/FS (27721462)",27721462,,"103,91",,
,"Шестеренний вал KPL20.11,2-32 (27721106)",MI0056771,,"78,56",,
,"Шестеренний вал KPL20.11,2-32/FS (27721106)",27721106,,"93,49",,
,Шестеренний вал KPL20.20-12/FS (27721468),27721468,,"114,68",,
,Шестеренний вал PL10.1-02 (27715550),27715550,,"85,34",,
,Шестеренний вал PL10.1-30/FS (27715220),27715220,,"62,58",,
,Шестеренний вал PL10.2-02 (27715552),27715552,,"60,74",,
,Шестеренний вал PL10.2-30/FS (27715222),27715222,,"63,61",,
,"Шестеренний вал PL10.3,15-02 (27715556)",27715556,,"72,84",,
